#query	kegg_gene_id	KO_id	NAME	ENTRY	DEFINITION	PATHWAY_ID	PATHWAY_DESC	MODULE_ID	MODULE_DESC
gene_id_5220592	rmuc:FOB66_01485	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_5028962	acip:CBP36_11230	NULL	NULL	NULL	nitrilotriacetate monooxygenase	NULL	NULL	NULL	NULL
gene_id_9341858	maqu:Maq22A_2p40990	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_3946738	gbi:PG2T_07490	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_354428	sti:Sthe_0267	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_4429842	rhz:RHPLAN_36280	NULL	NULL	NULL	luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_3430483	sve:SVEN_5444	NULL	NULL	NULL	F420-dependent dehydrogenase	NULL	NULL	NULL	NULL
gene_id_4492691	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5670620	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_2436935	ntd:EGO55_06245	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9447370	kfl:Kfla_0721	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_232122	osg:BST96_16855	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1534335	gbi:PG2T_14050	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_9438402	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_1476020	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_386636	blas:BSY18_2466	NULL	NULL	NULL	oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1176772	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3133192	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8148152	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5720527	aym:YM304_16050	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2185557	brs:S23_62050	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_1575365	rbm:TEF_18845	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3032245	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_4006964	rhz:RHPLAN_68530	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_6343384	pseh:XF36_27625	NULL	NULL	NULL	5,10-methylene tetrahydromethanopterin reductase	NULL	NULL	NULL	NULL
gene_id_6624620	mlo:mlr7299	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3315357	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_425836	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1899537	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1155318	malg:MALG_00969	NULL	NULL	NULL	luciferase-type oxidoreductase family	NULL	NULL	NULL	NULL
gene_id_1939973	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_6332599	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7069036	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_101501	erz:ER308_13725	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9332195	zal:AZF00_03830	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_8387719	gak:X907_1563	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_8268739	fal:FRAAL3500	NULL	NULL	NULL	Hypothetical protein; putative luciferase domain	NULL	NULL	NULL	NULL
gene_id_8386018	erz:ER308_13725	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9245475	led:BBK82_02425	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2309490	aym:YM304_16650	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2904702	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3792598	rbm:TEF_04080	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3723761	fal:FRAAL3058	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5689366	bid:Bind_1849	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_7097213	aym:YM304_06870	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4527107	rbu:PG1C_07520	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5556428	smal:SMALA_7949	NULL	NULL	NULL	dibenzothiophene desulfurziation enzyme	NULL	NULL	NULL	NULL
gene_id_2852855	boi:BLM15_08550	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_2119477	cyy:CPC19_02575	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_8946976	rbm:TEF_04075	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7518736	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_2297982	zal:AZF00_02925	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_2380702	tbh:Tbon_11700	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2617479	rbm:TEF_20905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_828499	lbi:LEPBI_I2804	NULL	NULL	NULL	Putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2874083	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7908036	ava:Ava_4330	NULL	NULL	NULL	xenobiotic compound monooxygenase, DszA family, A subunit	NULL	NULL	NULL	NULL
gene_id_942928	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_253868	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6523528	actw:F7P10_05835	NULL	NULL	NULL	TIGR03619 family F420-dependent LLM class oxidoreductase	NULL	NULL	NULL	NULL
gene_id_77427	bsym:CIT39_17170	NULL	NULL	NULL	FMN-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_4279039	cza:CYCME_1603	NULL	NULL	NULL	Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase-related flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9450335	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3719876	paes:SCV20265_5041	NULL	NULL	NULL	Alkane-1 monooxygenase	NULL	NULL	NULL	NULL
gene_id_4912813	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4797402	aym:YM304_30990	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4975658	nve:NEMVE_v1g220823	NULL	NULL	NULL	hypothetical protein 	NULL	NULL	NULL	NULL
gene_id_5973432	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_2902092	kphy:AOZ06_25220	NULL	NULL	NULL	luciferase	NULL	NULL	NULL	NULL
gene_id_2328394	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_641343	spmi:K663_17886	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_612430	brad:BF49_3112	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_5381819	aym:YM304_16650	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2651427	brk:CWS35_00560	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6359144	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_6874248	tbh:Tbon_08930	NULL	NULL	NULL	TIGR03560 family F420-dependent LLM class oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2441678	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_3425926	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8171401	bcep:APZ15_22030	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_1148023	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6331709	actw:F7P10_05835	NULL	NULL	NULL	TIGR03619 family F420-dependent LLM class oxidoreductase	NULL	NULL	NULL	NULL
gene_id_365518	loki:Lokiarch_34900	NULL	NULL	NULL	Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	NULL	NULL	NULL	NULL
gene_id_3656054	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8209612	bvv:BHK69_00180	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7095550	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_1855654	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_4661647	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1644416	smaz:LH19_27265	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_5038330	gak:X907_1563	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_9111337	rbu:PG1C_04370	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1754289	rbm:TEF_04080	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_391152	halc:EY643_09655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3473969	buo:BRPE64_CCDS02040	NULL	NULL	NULL	Blr7582 protein	NULL	NULL	NULL	NULL
gene_id_3356541	gbi:PG2T_14050	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7614429	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_6690412	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_9326682	htq:FRZ44_02470	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A	NULL	NULL	NULL	NULL
gene_id_709114	cyq:Q91_2049	NULL	NULL	NULL	Xylene monooxygenase subunit 1	NULL	NULL	NULL	NULL
gene_id_2456054	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_2693226	kphy:AOZ06_25220	NULL	NULL	NULL	luciferase	NULL	NULL	NULL	NULL
gene_id_6738889	bic:LMTR13_33670	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_2219108	rbm:TEF_04080	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3235369	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_3757810	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6935597	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_2974121	rbm:TEF_04720	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3994920	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_2756198	cyy:CPC19_02575	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_718691	zal:AZF00_03830	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_9072303	rhz:RHPLAN_08240	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_3897561	rhu:A3Q40_02509	NULL	NULL	NULL	ntaA_3; Nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_7903001	rbm:TEF_04075	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_629749	rhz:RHPLAN_64500	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_1647910	hmc:HYPMC_3544	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_1157590	spmi:K663_17886	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_2964375	rbm:TEF_04720	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7476895	npu:Npun_F1746	NULL	NULL	NULL	monooxygenase-like protein	NULL	NULL	NULL	NULL
gene_id_2668970	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_7298830	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6694473	spmi:K663_17886	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_2695312	spkc:KC8_10965	NULL	NULL	NULL	F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9056703	pdx:Psed_4096	NULL	NULL	NULL	putative F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_600062	xce:Xcel_2999	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_7176580	kbs:EPA93_05815	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4300680	rhs:A3Q41_01749	NULL	NULL	NULL	ntaA_3; Nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_4577828	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_2701778	tbh:Tbon_11700	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4185183	psin:CAK95_08775	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_456508	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_4163778	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5608167	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_6986482	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_5756530	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8699063	psl:Psta_4360	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_325276	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_6584608	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5136574	cyy:CPC19_02575	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_8967979	mll:B1R94_27550	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_8355194	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_9247081	kbs:EPA93_05935	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3160873	osg:BST96_16855	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_4470264	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3504478	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_4548019	upv:EJN92_10155	NULL	NULL	NULL	2Fe-2S iron-sulfur cluster binding domain-containing protein	NULL	NULL	NULL	NULL
gene_id_7168893	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_3284917	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_1686916	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5201648	scl:sce8959	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_2706959	gak:X907_1563	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_5103451	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3471765	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6876373	calh:IJ00_08955	NULL	NULL	NULL	nitrilotriacetate monooxygenase	NULL	NULL	NULL	NULL
gene_id_7950057	rhz:RHPLAN_08730	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_709007	rbm:TEF_02495	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_9504192	aym:YM304_41220	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1365405	sti:Sthe_3115	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_8299406	upv:EJN92_10155	NULL	NULL	NULL	2Fe-2S iron-sulfur cluster binding domain-containing protein	NULL	NULL	NULL	NULL
gene_id_6420203	npp:PP1Y_AT16075	NULL	NULL	NULL	coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase-like protein	NULL	NULL	NULL	NULL
gene_id_4370160	tbh:Tbon_11700	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3600875	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8271605	myn:MyAD_20060	NULL	NULL	NULL	FMNH2-dependent monooxygenase component	NULL	NULL	NULL	NULL
gene_id_70241	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5097809	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_6027622	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_5958853	roa:Pd630_LPD06842	NULL	NULL	NULL	Dibenzothiophene desulfurization enzyme A	NULL	NULL	NULL	NULL
gene_id_2034383	bcep:APZ15_22030	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_1378463	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_2748908	brs:S23_62050	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_4890792	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_801374	scl:sce8959	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_1336362	bju:BJ6T_17100	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_3230767	cyy:CPC19_02575	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_5884785	cohn:KCTCHS21_01140	NULL	NULL	NULL	ssuD_1; monooxygenase	NULL	NULL	NULL	NULL
gene_id_5186640	bsol:FSW04_13145	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_7165485	kphy:AOZ06_25220	NULL	NULL	NULL	luciferase	NULL	NULL	NULL	NULL
gene_id_4328040	fri:FraEuI1c_5437	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_3554776	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_9258758	stri:C7M71_023120	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6126855	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_5388590	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5691914	srt:Srot_1582	NULL	NULL	NULL	putative F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_8117328	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1398033	rbm:TEF_20905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5851682	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_4365318	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7417256	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_5853317	cza:CYCME_1603	NULL	NULL	NULL	Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase-related flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3670087	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_17962	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_5436759	rbm:TEF_18845	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3223779	fal:FRAAL3793	NULL	NULL	NULL	Putative dehydrogenase	NULL	NULL	NULL	NULL
gene_id_400901	upv:EJN92_10155	NULL	NULL	NULL	2Fe-2S iron-sulfur cluster binding domain-containing protein	NULL	NULL	NULL	NULL
gene_id_3388194	gbi:PG2T_14040	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1750292	mpq:ABA45_17515	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7658480	bvv:BHK69_00180	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_5726534	sok:D0B54_21340	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_803880	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7619434	buo:BRPE64_CCDS02040	NULL	NULL	NULL	Blr7582 protein	NULL	NULL	NULL	NULL
gene_id_423711	psl:Psta_4360	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_7102686	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6988092	actw:F7P10_02550	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_7904940	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_7588951	aym:YM304_06870	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6199507	rhz:RHPLAN_64500	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_5907699	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_4307360	rxy:Rxyl_0369	NULL	NULL	NULL	luciferase-like protein	NULL	NULL	NULL	NULL
gene_id_790866	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8472809	tro:trd_1574	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_2996124	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_2440600	mthn:4412656_04459	NULL	NULL	NULL	Luciferase-like protein	NULL	NULL	NULL	NULL
gene_id_3993652	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_2096389	npp:PP1Y_AT28907	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_119204	meta:Y590_22185	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_370518	abai:IMCC26256_11356	NULL	NULL	NULL	putative F420-dependent oxidoreductase, Rv2161c family	NULL	NULL	NULL	NULL
gene_id_4302443	hmc:HYPMC_3544	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_357966	rhz:RHPLAN_68530	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_6527069	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_3247174	hadh:FRZ61_02930	NULL	NULL	NULL	nrd; Nrd protein	NULL	NULL	NULL	NULL
gene_id_4577944	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_7899258	brad:BF49_3112	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3480427	bue:BRPE67_CCDS03560	NULL	NULL	NULL	Blr7582 protein	NULL	NULL	NULL	NULL
gene_id_6344628	psl:Psta_4360	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_1127892	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
